id,category,sender_type,email,reply,urgency,sentiment,style,word_count_email,word_count_reply
42eb46af-b69e-44d5-add2-0113edeb3819,Thank You,customer,"Hi Sarah, I just wanted to send a quick note to say thank you so much for the expedited shipping on my order #88219! The handmade vase arrived today in perfect condition, and it looks stunning in my living room. I really appreciate you going the extra mile to get it here before my anniversary on Friday. You're a lifesaver!","Hi Jessica, you are very welcome! I'm so glad to hear the vase arrived safely and that you're happy with how it looks in your home. It was my pleasure to help get that expedited for you. Wishing you a wonderful anniversary celebration this Friday!",low,positive,happy,60,45
26b83d03-32f6-496d-b1e1-96ea191b42cf,Thank You,customer,"Dear Support Team, thank you for finally resolving the billing error on my account (Ticket #4402). While it took a few tries and was quite frustrating at first, I'm just relieved that the overcharge has been refunded. I appreciate Mark's patience in the end to get this sorted out.","Dear Robert, thank you for letting us know the issue is resolved. Please accept our sincerest apologies for the initial frustration and the time it took to correct the billing error. I will be sure to pass your kind words along to Mark. We appreciate your patience and for sticking with us.",medium,mixed,happy,49,52
f5c89af0-da7e-4c16-bd2d-3b5bb70220a3,Thank You,customer,"Hello Tech Team, I just wanted to say thanks for the quick walkthrough of the API integration this morning. It cleared up a lot of the confusion we had. We are still seeing some latency issues on the staging server, but the actual setup process is now much clearer thanks to your help!","Hello David, it was a pleasure walking you through the integration today! I'm glad the session helped clear things up. Regarding the latency on the staging server, I've alerted our DevOps team, and we are currently investigating the cause. I'll send you an update as soon as we have a fix.",high,neutral,happy,53,51
85b08243-61c5-4237-b179-8df5bad0ad86,Thank You,customer,"URGENT: Thank you for the emergency patch! Our site was completely down during the flash sale, but the fix you pushed ten minutes ago has brought everything back online. We were panicking, but your team's rapid response saved our revenue for the day. Thank you, thank you!","Hi Elena, we are so glad we could get you back online quickly! We know how critical those flash sales are, and our team was fully committed to resolving the outage immediately. We'll be conducting a full post-mortem analysis tomorrow to ensure this doesn't happen again. Thanks for your patience during the crisis!",critical,positive,happy,47,53
aeb4de13-d921-48d5-8352-c3602bd81b82,Thank You,customer,"Hi team, thanks for the update on the project timeline. I'm happy we're moving forward, though I'm still a bit disappointed that the original feature set was scaled back. Still, I appreciate the transparency and the hard work you've put into the revised plan.","Hi Marcus, thank you for your feedback. We completely understand the disappointment regarding the scaled-back features; it was a difficult decision made to ensure the stability of the launch. We truly appreciate your understanding and your recognition of the team's hard work. We are committed to making this version a success.",low,negative,happy,44,51
706460eb-74c8-4bcf-83ad-433b8ba3bc86,Thank You,vendor,"Hi Sarah, thanks for sending over the revised Q3 contract for the cloud storage migration. We've signed it and attached the PDF here.","Hi Mark, thank you for the quick turnaround on the contract! I've received the signed copy and will notify the implementation team to start the migration.",low,positive,short,23,26
89b64db8-456d-4331-8674-a612050703d0,Thank You,vendor,"Thanks for the update on the shipment delay for Order #88219, but we are quite disappointed that the parts won't arrive until Friday.","Thank you for your feedback, and I sincerely apologize for the frustration this delay has caused. I am monitoring the shipment closely and will provide a tracking update every four hours until delivery.",high,negative,short,23,33
7c82350d-f1f9-496d-89e9-e0f72c1f35e4,Thank You,vendor,Thank you for the demo of the CRM tool yesterday. We are still weighing our options between you and another vendor.,Thank you for your time yesterday! Please let me know if you have any follow-up questions while you compare your options.,medium,neutral,short,21,21
1800937d-b2d9-4814-89d3-2464d95300e5,Thank You,vendor,"Thanks for fixing the API bug in Ticket #402, though we're still seeing some intermittent lag on the dashboard side.","Thank you for confirming the fix for Ticket #402. I've alerted our engineering team regarding the dashboard lag, and we are investigating the cause now.",critical,mixed,short,20,25
8a4feed9-61b9-44bf-acdb-542c3ba23d46,Thank You,vendor,Thanks for the invoice for the November consulting hours. I'll get this processed by our accounting team today.,"Thank you, James. I appreciate you handling that so quickly!",low,positive,short,18,10
9e31fe20-0ac1-40b8-ae21-fd12d461683f,Interview,manager,"Hi Sarah, are you still available for the Senior Dev interview this Thursday at 2 PM?","Hi Sarah, yes, I am still available at 2 PM this Thursday. I look forward to speaking with you then!",medium,positive,short,16,20
5088045c-4a64-4e37-9678-0a556a5fdc98,Interview,manager,"Marcus, we've decided not to move forward with your application for the Product Lead role. Thanks for your time.","Dear Marcus, thank you for the update. While I am disappointed, I appreciate the opportunity to interview with the team.",low,negative,short,19,20
5333b37e-a313-46b8-a713-ee97e3e33af3,Interview,manager,"URGENT: The candidate for the Analyst position is in the lobby now, but the Zoom link isn't working. Help!",I'm on it. I have just generated a new meeting link and sent it to both you and the candidate; please try it now.,critical,mixed,short,19,24
8ddfc177-15a7-4f0a-bdb3-4ee50b14a140,Interview,manager,"Hi Elena, could you send over your portfolio and references before our call on Wednesday?","Hi Elena, please find my updated portfolio attached and my list of professional references included in the document.",medium,neutral,short,15,18
4990ce4d-263b-4517-a4dc-d0e81eae9155,Interview,manager,We need to reschedule your interview for the UX Designer role to next Friday due to a conflict. Does 10 AM work?,That works for me. I have updated my calendar for next Friday at 10 AM; thank you for letting me know.,high,neutral,short,22,21
72f82eb3-4c9d-406c-96a7-d41e87ab9d13,Billing,candidate,"Dear Billing Department,

I am writing to formally request a detailed breakdown of the charges on Invoice #INV-99021 dated October 14th. I noticed a discrepancy between the quoted monthly subscription for the Enterprise Tier and the actual amount billed. Could you please clarify the additional line items listed under 'Service Overages'?

Sincerely,
Jonathan Sterling
Operations Manager, Sterling Logistics","Dear Mr. Sterling,

Thank you for reaching out regarding Invoice #INV-99021. I have reviewed your account and the specific charges in question. The additional line items under 'Service Overages' refer to the expanded API call volume your team utilized during the September peak period, which exceeded the Enterprise Tier limit of 50,000 calls per month. 

I have attached a detailed usage report to this email for your records. If you anticipate this volume continuing, I would be happy to discuss a custom plan that might be more cost-effective for your current scale. 

Best regards,
Sarah Jenkins
Billing Specialist, CloudScale Systems",medium,neutral,formal,58,100
75ce04f0-9bea-4d28-8a12-a2f8551c3706,Billing,candidate,"To the Accounts Receivable Team,

I am extremely disappointed to find that my account has been suspended due to a non-payment notification, despite the fact that I submitted the wire transfer for Invoice #8821-B on Friday, November 3rd. This interruption is unacceptable as it has halted our production pipeline. I have attached the payment confirmation receipt to this email. I expect immediate restoration of our services.

Regards,
Marcus Thorne
CTO, NexaCore Solutions","Dear Mr. Thorne,

Please accept my sincerest apologies for the disruption to your production pipeline and the frustration this has caused. Upon reviewing the attached receipt, it appears there was a delay in our banking synchronization which failed to trigger the automatic reactivation of your account.

I have manually overridden the suspension, and your services should be fully operational again as of now. I have also applied a 10% credit to your next billing cycle as a gesture of goodwill for the inconvenience. Thank you for your patience.

Sincerely,
Elena Rodriguez
Billing Lead, NexaCore Infrastructure",critical,negative,formal,72,95
9e2a3866-0495-4f2f-b115-9c4d5cddfe60,Billing,candidate,"Dear Support,

I recently upgraded my subscription to the Pro Plan on November 10th and noticed that I was charged both the monthly Pro fee and my previous Basic fee for the same period. I believe this is a duplicate billing error. Could you please look into this and issue a refund for the overcharge?

Thank you,
Amara Okafor
Freelance Designer","Dear Ms. Okafor,

Thank you for bringing this to our attention. I have investigated your billing history and confirmed that a synchronization error occurred during your upgrade on November 10th, resulting in a double charge. 

I have processed a refund of $14.99 for the Basic Plan charge back to your original payment method. You should see this reflected in your bank statement within 3-5 business days. Your account is now correctly set to the Pro Plan moving forward.

Best regards,
Kevin Lee
Customer Billing Support",medium,mixed,formal,61,85
93bfc5c6-338c-479a-86a1-7513f78bc8c7,Billing,candidate,"Dear Billing Team,

I am writing to inquire about the possibility of transitioning my current annual billing cycle to a quarterly arrangement starting in January. We are currently reviewing our Q1 budget and believe this change would better align with our internal accounting procedures. Please let me know if this is possible and what steps I need to take to facilitate this change.

Kind regards,
Julian Vane
Finance Director, Vane & Associates","Dear Mr. Vane,

Thank you for your inquiry. We can certainly accommodate a transition to a quarterly billing cycle for your account. 

To facilitate this change for January, I have initiated a request with our finance team to update your billing cadence. You will receive a confirmation email shortly with a digital amendment to your service agreement for your signature. Once signed, your next invoice will be generated on a quarterly basis starting January 1st.

Best regards,
Claire Montgomery
Account Manager",low,positive,formal,72,81
126f06b8-9829-48e9-b159-59cd9b702b06,Billing,candidate,"To whom it may concern,

I am contacting you regarding Ticket #44091. I was promised a promotional discount of 20% for the first six months of my contract, but my latest invoice (dated November 1st) shows the full price. I have already contacted support twice and have yet to see the correction applied. I would appreciate a prompt resolution to this matter.

Sincerely,
David Chen
Founder, Chen Media Group","Dear Mr. Chen,

Please accept my apologies for the delay in resolving this and for the lack of communication regarding Ticket #44091. I have personally reviewed your contract and confirmed that the 20% promotional discount was indeed omitted from your November invoice.

I have corrected the error and issued a credit note for the difference, which will be applied to your December invoice automatically. Additionally, I have verified that the discount is now correctly locked in for the remainder of your six-month promotional period. Thank you for your persistence in bringing this to our attention.

Sincerely,
Robert Halloway
Billing Supervisor",high,negative,formal,69,100
9f9a8195-bebf-4b7e-8fd8-8334cb295595,Logistics,partner,"Hi Sarah, I was looking at the shipment for the Q3 electronics batch (PO #8821) and things don't seem quite right with the arrival. Can you check on it?","Hi Mark, I'd be happy to look into this for you. To make sure I'm checking the right details, could you clarify what seems off? Are you seeing a discrepancy in the expected delivery date, a shortage in the piece count, or perhaps an issue with the tracking status? Once I have those details, I'll investigate the batch immediately.",medium,neutral,ambiguous,29,59
dce09e95-65de-47d6-80bc-cc096f931b3b,Logistics,partner,Regarding the warehouse transition in New Jersey—we're feeling a bit uneasy about how the handover is going. It's just not where we thought it would be by the 15th. We need a fix.,"Hello James, thank you for sharing your concerns. I'm sorry to hear the New Jersey transition isn't meeting your expectations. To ensure we implement the right 'fix,' could you specify which areas are falling short? Specifically, is this related to the inventory migration, staff onboarding, or the physical facility readiness? I'll set up a call for tomorrow morning to map out a resolution plan.",high,negative,ambiguous,33,64
9951baf9-4d26-4107-a3f7-61844b3536c3,Logistics,partner,"Hey team, the new customs documentation for the EU route is... interesting. We might need to change some things before the next vessel leaves on Friday. Let me know your thoughts.","Hi Elena, thanks for the heads-up. Since we have a tight window before Friday's departure, could you please highlight the specific sections of the EU documentation that you find problematic? If you can send over the exact fields that need adjustment, our compliance team can review them and propose changes by end-of-day tomorrow.",high,mixed,ambiguous,31,53
6ef2a7af-fa86-4a37-a650-382bfb665a69,Logistics,partner,"Hi there, we've been chatting about the pallet optimization for the winter season. I think we're ready to move forward with 'the plan' we discussed last month. Please proceed.","Hi David, it's great to hear we're moving forward with the winter optimization. To ensure there are no misunderstandings, could you please confirm which version of the plan you are referring to? We discussed both the tiered stacking method and the reinforced wrapping option in our last session. Once you confirm the preference, I will trigger the operational change.",low,positive,ambiguous,29,59
ceb04351-9557-41ad-aab0-f2bcf7df211b,Logistics,partner,URGENT: The shipment for Client X is a disaster. Everything is wrong with the routing. We need this sorted NOW or we lose the account.,"Hi Robert, I understand the gravity of the situation and I am prioritizing this immediately. To resolve this as quickly as possible, please send me the tracking number or the Bill of Lading (BOL) for Client X's shipment and a brief description of the routing error (e.g., wrong hub, incorrect final destination). I will stay on the line with the carrier until we have a corrected route confirmed.",critical,negative,ambiguous,25,68
29e47fc7-310d-40f3-bfa7-ce4a5a0fccc4,HR,partner,"Dear Sarah,

I am writing to you today regarding the proposed restructuring of the Northeast Regional Sales team. As we discussed briefly during the Q3 steering committee meeting on Tuesday, we are looking to consolidate three of our smaller hubs into a single centralized office in Boston by January 1st. 

While the efficiency gains are clear, I have significant concerns regarding the impact on our senior account managers. Specifically, Marcus Thorne and Elena Rodriguez have expressed hesitation about the commute, and given their tenure (12+ years each), I am worried that a forced relocation could lead to their resignation. We cannot afford to lose their client portfolios right as we enter the renewal cycle for the GlobalTech account. 

Could you please provide a detailed breakdown of the relocation packages we can offer? Additionally, I would like to know if we can authorize a hybrid-remote exception for these two specific individuals to ensure retention. I've attached the current team mapping document for your reference. I look forward to your guidance on how to handle these conversations delicately.","Dear Julian,

Thank you for reaching out and providing the context regarding the Northeast restructuring. I completely agree that retaining Marcus and Elena is a priority, especially with the GlobalTech renewals approaching. 

Regarding the relocation packages, I have attached the '2024 Executive Transition Guide' which outlines the tiered stipends based on tenure. For employees with over 10 years of service, we can offer a comprehensive relocation grant that covers moving expenses and a temporary housing allowance for up to 90 days.

As for the hybrid-remote exception, I am open to this. Given their seniority and the strategic importance of their portfolios, I believe a 'Strategic Retention Exception' is justified. I suggest we propose a schedule where they are required in the Boston office only two days per week. 

I am happy to join you for the conversations with Marcus and Elena to provide the official HR backing for these offers. Let me know your availability for a brief sync on Friday morning to finalize the talking points.",high,mixed,long,176,167
5993614d-86d6-48e4-9812-bfbff4ce84d0,HR,partner,"Hi Mark,

I'm writing to express my extreme frustration regarding the onboarding process for the new DevOps hires starting next Monday (Ticket #HR-9921). 

Despite my emails to the IT procurement team three weeks ago, I've just been informed that the high-spec workstations for the three new engineers haven't arrived yet. Furthermore, their access credentials for the staging environment and the Jira boards have still not been provisioned. This is the third time this quarter that the onboarding pipeline has failed. 

It is incredibly embarrassing to have new senior talent sitting idle on their first day because the internal machinery is broken. I need an immediate resolution to this. Can you guarantee that they will have full system access by 9:00 AM Monday? If not, I need to know who is accountable for this lapse so I can escalate it to the COO.","Hi Julian,

I sincerely apologize for the frustration and the lapse in the onboarding process for your new DevOps engineers. I understand how critical a smooth first day is for talent retention and team morale, and it is unacceptable that the hardware and access requests are still pending.

I have personally contacted the IT Procurement Manager and the Systems Admin team. Here is the status as of now: the workstations are currently in transit and are guaranteed to be delivered and set up at their desks by 8:00 AM Monday. Regarding the access credentials, I have fast-tracked Ticket #HR-9921; the Jira and staging environment permissions will be active by end-of-day Friday.

I acknowledge that this is a recurring issue. I am scheduling a post-mortem meeting for next Wednesday with IT and HR Operations to redesign the onboarding checklist and implement a mandatory 'T-minus 7 day' verification step to ensure this does not happen again. Thank you for your patience while I resolve this.",critical,negative,long,142,163
137a6c2f-b72b-474b-b404-5499cb10ce7e,HR,partner,"Hello Elena,

I hope you're having a great week. I wanted to reach out because we've noticed a fantastic trend in the productivity metrics for the Creative Services department over the last two quarters. The team has not only met every deadline for the 'Project Aurora' campaign but has consistently delivered work that exceeds the client's expectations.

In light of this, I would like to propose a one-time performance bonus for the entire department, as well as a formal promotion for Sarah Jenkins to Senior Art Director. Sarah has essentially been operating at a senior level for the past six months, mentoring the juniors and taking lead on the conceptual phase of our biggest accounts. 

I've compiled a folder of client testimonials and a summary of the KPIs they've hit. Could you let me know the process for requesting these budget adjustments? I want to make sure we recognize their hard work before the annual review cycle begins in December so they feel valued now.","Hello Julian,

It is wonderful to hear such positive feedback about the Creative Services department! Thank you for bringing this to my attention; it's always a pleasure to process rewards for high-performing teams.

Regarding the one-time performance bonus, please submit the 'Departmental Incentive Request' form via the HR portal. Since you already have the KPI summary and client testimonials, simply attach those as supporting documentation. I will expedite the approval process once it hits my desk.

As for Sarah Jenkins, her promotion to Senior Art Director sounds well-deserved. I will review her current salary band against the Senior Art Director benchmarks to ensure the compensation increase is competitive. Please send me her most recent self-evaluation and any peer feedback you've collected. 

I agree that recognizing this success now, rather than waiting for December, will have a much stronger impact on morale. Great leadership on your part in advocating for your team!",low,positive,long,165,151
9ea37900-32c8-408f-90a5-9a9cbd6fcec1,HR,partner,"Dear HR Team,

I am writing to request clarification on the updated Paid Time Off (PTO) and Carry-over policy that was announced in the company-wide memo on October 15th. 

My understanding of the previous policy was that employees could carry over up to 10 days of unused vacation into the following calendar year. However, the new memo mentions a 'cap on accruals' and a 'use-it-or-lose-it' window ending on March 31st. This is quite confusing for my team, as several of them have been saving their days for a planned family trip in April.

Could you provide a clearer explanation of how the carry-over works under the new rules? Specifically, if an employee has 15 days remaining in December, how many can they actually move to January, and what happens to the remainder? Also, is there an exception process for those who have pre-approved leave that falls outside the new window?

I want to ensure I give my team the correct information to avoid any disputes later in the year.","Dear Julian,

Thank you for reaching out. I apologize for any confusion caused by the announcement memo; we recognize that the language regarding the new PTO accrual caps was a bit ambiguous.

To clarify: employees may still carry over up to 10 days into the new year. However, the 'use-it-or-lose-it' clause means that any of those 10 carried-over days must be used by March 31st, or they will expire. Any balance exceeding 10 days at the end of December will be forfeited unless a special exception is granted.

Regarding your team's planned trips in April: yes, there is an exception process. If the leave was pre-approved by a manager prior to the policy change on October 15th, those days will be honored regardless of the March 31st deadline. Please send me a list of the affected employees and the dates of their approved leave, and I will manually flag their accounts to prevent the days from expiring.

I hope this clears things up. Please let me know if you need a template to help communicate this to your team.",medium,neutral,long,169,179
5470e110-5d97-49d8-a039-ae897f682d5e,HR,partner,"Hi Clara,

I have a somewhat delicate situation regarding a conflict between two of my lead developers, David Chen and Samira Khan. They have worked together for three years without issue, but since the launch of the Alpha-Beta integration project, the tension has become palpable.

It has reached a point where they are refusing to communicate directly, instead CC'ing me on every minor disagreement via email to 'document' their disputes. This is slowing down the sprint velocity and is starting to affect the junior developers who feel they have to 'pick a side.' 

I've tried to mediate a few times with informal 1-on-1s, but David feels that Samira is overstepping her technical authority, while Samira feels that David is being obstructive to the new architecture. I don't think this is a performance issue, but rather a personality clash exacerbated by high project stress. 

Do you think a formal mediation session with HR would be appropriate here, or would that be too aggressive? I'm worried that involving HR might make them feel like they're 'in trouble,' which could further damage the relationship. What is the best way to handle this without escalating the tension?","Hi Julian,

Thank you for bringing this to my attention. These types of interpersonal frictions are common during high-stress integration projects, but you are right to address it now before it impacts the wider team culture.

In this case, I would advise against a 'formal' HR mediation session immediately, as you correctly noted that it might feel punitive and increase defensiveness. Instead, I suggest a 'Facilitated Working Session.' 

I can join a meeting with you, David, and Samira, but instead of framing it as a disciplinary or HR meeting, we can frame it as a 'Project Communication Alignment' session. The goal would be to establish a clear RACI matrix (Responsible, Accountable, Consulted, Informed) for the Alpha-Beta project. Often, these clashes are actually about undefined boundaries of authority rather than personality. 

If we define exactly who has the final say on architectural decisions versus implementation details, it removes the emotional element of the conflict. If the behavior persists after that session, we can then move toward a more formal conflict resolution process. 

Would you like me to draft an invite for this session that keeps the tone collaborative?",medium,mixed,long,193,187
0fe7d192-eec6-41c9-beeb-a83732c3810b,Sales,partner,"Hi Sarah, we're looking at the Q3 projections for the CloudSync integration. Can you confirm if the API rate limits have been increased for our tier? Also, do we have a finalized date for the v2.4 patch? Finally, is there any flexibility on the referral commission for the enterprise leads we're bringing in this month?","Hi Mark, thanks for reaching out. To answer your questions: 1) Yes, your API rate limits were increased to 50k requests/day as of Monday. 2) The v2.4 patch is scheduled for release on September 12th. 3) Regarding commissions, I can't change the base rate, but I can offer a one-time bonus for any lead that closes before the end of the quarter. Let me know if that works for you!",medium,neutral,multi_question,55,70
4fc06775-c8d1-4f52-adbc-12d6510ca98e,Sales,partner,"Hello Team, we are extremely disappointed with the onboarding process for the new RetailFlow module. Our clients are complaining that the sync is lagging, and we haven't received the updated marketing collateral we were promised last Tuesday. Why is this taking so long, and when can we expect a stable build for the demo accounts?","Hello James, I sincerely apologize for the frustration and the delay in collateral. I've looked into the sync lag, and our engineering team is deploying a fix right now to resolve the latency. I have attached the updated marketing assets to this email. As for the demo accounts, they will be fully stable and ready for use by tomorrow morning at 9 AM EST. I'll follow up then to ensure everything is working perfectly.",critical,negative,multi_question,55,74
